alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
ATR1,1.74131098523,1.26048388174,1.60417411517,0.888528967185,1.56306409251,1.24041948592,1.49629531142,1.29811033976,0.794015565458,1.06884922202,0.914258503553,0.748546163922,1.29728761575,2.49737212273,"Multidrug efflux pump of the major facilitator superfamily; required for resistance to aminotriazole and 4-nitroquinoline-N-oxide; ATR1 has a paralog, YMR279C, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",Multidrug efflux pump of the major facilitator superfamily; required for re...
PGA3,2.9656221698,2.17549566392,2.73682595276,2.13230395333,2.57493175314,2.26287630645,2.5879430744,2.458439585,2.20995151703,2.3339997798,2.59736618353,2.17872255461,2.36279814324,2.36722855718,"Putative cytochrome b5 reductase, localized to the plasma membrane; may be involved in regulation of lifespan; required for maturation of Gas1p and Pho8p, proposed to be involved in protein trafficking; PGA3 has a paralog, AIM33, that arose from the whole genome duplication","Putative cytochrome b5 reductase, localized to the plasma membrane; may be ..."
Y' element ATP-dependent helicase,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,"Putative Y' element ATP-dependent helicase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YML133C contains an intron","Putative Y' element ATP-dependent helicase; the authentic, non-tagged prote..."
PLB1,2.743905311,1.87128509324,2.68497860836,1.63691444083,2.85654539797,1.83477114931,3.15952758971,2.07996258568,1.9690882074,1.77307211868,2.46954238721,1.89082629247,1.69013512152,1.77916934303,"Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog, PLB3, that arose from the whole genome duplication",Phospholipase B (lysophospholipase) involved in lipid metabolism; required ...
SOK2,0.614298882287,1.42867223079,0.839099085174,1.19141589014,1.00712667547,1.07954911571,1.16361248014,1.25374553862,1.26996729284,1.38510010653,1.53153938373,1.43277383373,1.52084654676,1.48810734388,"Nuclear protein that negatively regulates pseudohyphal differentiation; plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; relocalizes to the cytosol in response to hypoxia; SOK2 has a paralog, PHD1, that arose from the whole genome duplication",Nuclear protein that negatively regulates pseudohyphal differentiation; pla...
MRPL3,0.793165195397,1.70444855691,1.41504456528,1.86222723429,1.49801836855,1.69576370684,1.60803647075,1.79507954224,3.05089359728,1.91075390586,3.03719655465,2.02181461193,1.98818538349,1.94758574719,"Mitochondrial ribosomal protein of the large subunit; located in close proximity to the polypeptide exit channel of the ribosome; mutations in human homolog MRPL44 cause childhood cardiomyopathy; human MRPL44 deficiency results in inefficient assembly of the mitochondrial ribosome, and in tissue-specific respiratory chain deficiency, manifesting as either Complex I+Complex IV or Complex IV deficiency, depending on a cell type",Mitochondrial ribosomal protein of the large subunit; located in close prox...
HOF1,0.558803684656,1.22341471283,0.881944855657,1.13592069251,0.873403677801,1.22945311958,0.722766401145,1.00256352587,1.1285574665,1.42458042213,0.697892935715,1.05505934136,1.33662906479,0.937762124572,"SH3 domain-containing protein required for cytokinesis; localized to bud neck; phosphorylated by Dbf2p; regulates actomyosin ring dynamics and septin localization; interacts with the formins, Bni1p and Bnr1p, and with Cyk3p, Vrp1p, and Bni5p",SH3 domain-containing protein required for cytokinesis; localized to bud ne...
SUB1,0.918846950975,1.69543173859,1.47109039272,1.80594879715,1.446055037,1.86249765796,1.52401836629,1.95452715217,1.62690343099,1.71767689882,0.881844942979,1.61922259034,2.04432753886,2.01719806659,Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ); role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress,Transcriptional coactivator; facilitates elongation through factors that mo...
ERB1,2.37681197004,1.77484123462,2.23388825196,1.47703575913,2.25330206082,1.42608650022,2.0232502063,1.22214610458,1.57538382671,1.9451929965,2.05840235642,1.73703991797,2.08769056054,1.73987099945,Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1,Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and ...
SAM37,1.17071204543,1.44997219223,1.31200962848,1.36761781157,1.26725627797,1.34129102756,1.15858350286,1.61779982999,0.536345844616,1.43442879157,-1.5,1.62121021158,1.58200588114,1.4656367365,Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability,Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or ...
AVO2,0.578728944266,0.490012305778,0.702297760361,0.826787232854,0.744909104953,0.93538340636,0.827012546455,1.14909468146,0.421483998174,0.775498900779,-1.5,0.552105855693,1.20781267312,1.0448375599,Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth,Component of a complex containing the Tor2p kinase and other proteins; comp...
PDS5,0.499887654777,1.28040273602,0.753790239368,1.22313269831,0.67561313337,1.04045871344,0.638296266794,0.973343378961,0.986095385171,1.27644120791,0.638976905835,1.02956706697,1.09461687428,0.888391412598,"Protein involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes, may function as a protein-protein interaction scaffold; also required during meiosis; relocalizes to the cytosol in response to hypoxia",Protein involved in sister chromatid condensation and cohesion; colocalizes...
YMR085W,-1.5,-1.5,-1.5,-1.5,-0.692528806919,-1.5,-1.5,-1.5,-1.5,-1.5,1.18886530233,-1.5,-0.0474598319868,-0.604689264298,"Putative protein of unknown function; YMR085W and adjacent ORF YMR084W are merged in related strains, and together are paralogous to glutamine-fructose-6-phosphate amidotransferase GFA1",Putative protein of unknown function; YMR085W and adjacent ORF YMR084W are ...
UTP15,1.49802117826,1.72105840083,1.22635587906,1.50950746041,0.948840918419,1.33832776223,0.930829207038,1.45724726627,1.38216891732,1.67251474006,1.33608043365,1.24954934007,2.23249513759,2.01615879389,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA,Nucleolar protein; component of the small subunit (SSU) processome containi...
SRT1,-1.5,0.283097789176,0.148595757532,-1.5,-0.592339180147,-0.136832536346,0.167800358855,-0.219187837381,-1.5,-1.5,-1.5,-1.5,0.29576784347,0.449742871913,Cis-prenyltransferase; involved in synthesis of long-chain dolichols (19-22 isoprene units; as opposed to Rer2p which synthesizes shorter-chain dolichols); localizes to lipid bodies; transcription is induced during stationary phase,Cis-prenyltransferase; involved in synthesis of long-chain dolichols (19-22...
MYO5,1.14332413682,1.8042702109,1.32759079327,1.78405146861,1.38329051167,1.67544271782,1.36268598971,1.76855062875,1.52119239243,1.78130279216,1.47870803302,1.71876103958,1.76860465628,1.70746934063,"One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog, MYO3, that arose from the whole genome duplication",One of two type I myosin motors; contains proline-rich tail homology 2 (TH2...
SPC24,0.879758939929,0.967133560499,1.00332775603,1.25275596513,0.869847841561,1.28315680557,0.938986305898,1.24299918433,0.722513993838,-1.5,1.41678819966,1.33025710608,1.80680343272,1.72772074434,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p",Component of the kinetochore-associated Ndc80 complex; involved in chromoso...
STO1,1.5161734406,1.83277876441,1.58068542693,1.8622983194,1.65337405779,1.78842643541,1.51885677734,1.80516765663,1.41692044149,1.75993995979,1.74466310289,1.81471402741,2.06041166784,1.8710375908,Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80,Large subunit of the nuclear mRNA cap-binding protein complex; interacts wi...
REC114,-1.5,-1.5,-0.901796400876,-1.5,0.0104811752202,-0.232982185317,-1.5,0.228730557999,-1.5,-1.5,0.89187528447,-1.5,0.132671404871,0.00141070482946,Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division,Protein involved in early stages of meiotic recombination; possibly involve...
RPL13B,2.92631880626,3.46204293898,3.16583399676,3.45967468423,3.12711828363,3.39480895929,2.82912303912,3.14322216935,3.12125637828,3.41674873582,3.0777584957,3.43166564041,3.46323064614,3.29004970774,"Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication",Ribosomal 60S subunit protein L13B; not essential for viability; homologous...
IMP1,1.99008278277,1.31778955865,1.93233639569,1.56955369602,2.08084184628,1.5510717469,2.09950796761,1.76570646373,0.772139996323,1.42718489459,2.04619779876,1.37988310856,1.74463682049,1.84895089457,Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p,Catalytic subunit of mitochondrial inner membrane peptidase complex; requir...
YMR158C-B,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene,Putative protein of unknown function; may contain a lipid attachment site; ...
YMR166C,0.81838198375,1.20678659998,0.72010205023,1.01528774989,0.854228375942,1.01825034198,1.09148916967,1.13942454835,1.43928828804,0.538030685544,-1.5,0.615667636122,1.0733286186,1.31620501256,Predicted transporter of the mitochondrial inner membrane; has similarity to human mitochondrial ATP-Mg/Pi carriers; YMR166C is not an essential gene,Predicted transporter of the mitochondrial inner membrane; has similarity t...
PAI3,-1.5,-1.5,1.42861737247,1.5615400125,1.36571853229,1.62031033331,1.82482807563,1.89857071793,1.99653593495,1.27136959151,-1.5,1.65003653775,2.05654499778,2.27016757712,"Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact",Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p pr...
YMR181C,-1.5,1.23293117971,1.07360556434,1.39361484773,1.07765351379,1.38703212192,1.38087518416,1.73604058504,1.70847091645,1.21738777905,1.70377511794,-1.5,1.62451800536,1.7827930143,"Protein of unknown function; mRNA transcribed as part of a bicistronic transcript with a predicted transcriptional repressor RGM1/YMR182C; mRNA is destroyed by nonsense-mediated decay (NMD); not an essential gene; YMR181C has a paralog, YPL229W, that arose from the whole genome duplication",Protein of unknown function; mRNA transcribed as part of a bicistronic tran...
MRPS17,0.833390197358,1.55758691551,1.40797746561,1.78617081917,1.30060035371,1.71977825138,1.44228948519,1.86043602903,1.27820524259,1.84307351051,1.51654749277,1.70985709578,2.11090266011,1.98848459642,Mitochondrial ribosomal protein of the small subunit,Mitochondrial ribosomal protein of the small subunit
ICY1,1.94943286243,2.25865623261,1.74641757839,2.14942970555,1.68424925895,1.92474657767,1.85456326305,1.86066257269,1.94708987632,2.17616604232,2.05633743011,2.07771173384,2.54112504521,2.03079448252,"Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog, ICY2, that arose from the whole genome duplication",Protein of unknown function; required for viability in rich media of cells ...
TOM40,2.13231093933,2.44816488841,2.27323419971,2.55986209574,2.32605558575,2.51346829198,2.24998556717,2.49517983314,3.33708423012,2.45568679182,3.03597863358,2.4571273499,2.54592928272,2.47971241286,"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions",Component of the TOM (translocase of outer membrane) complex; responsible f...
